#Number of particles: 32
#Initial configuration: FCC
#Dry microgel radius [nm]: 50.0
#Box length [units of drsoftnessy radius]: 29.92881541454596
#Number of monomers: 2916666.666666667
#Number of chains: 87.50000000000001
#Flory interaction parameter (chi): 0.0
#Young's calibration factor: 1.0
#Minimum x-link fraction: 3.0E-5
#Maximum x-link fraction: 3.0E-5
#x-link fraction increment: 0.0
#Dry volume fraction: 0.005
#Actual volume fraction: 0.0
#MC steps: 10000
#Equilibration steps: 1000.0
#Snapshot interval: 100
#Displacement tolerance: 0.0
#Particle radius change tolerance: 0.05
#Particle radius bin width: 0.001
#g(r) bin width: 0.005
#Mean pair energy <E_pair>/N [kT]: 11.835172014306048
#phi0,		  phi,			 <alpha>,      		zeta, 	 	 	  lindemannParameter
0.0011, 0.37811919569605884, 7.004454861111112, 0.3781606895572335, 0.0
0.0012, 0.4125522486402978, 7.00479201388889, 0.4125389340624365, 0.0
0.0013, 0.4468541071202009, 7.004375694444444, 0.44691717856763963, 0.0
0.0014, 0.48120574329959914, 7.0042736111111115, 0.4812954230728427, 0.0
0.0015, 0.5157413279588469, 7.005015972222227, 0.5156736675780457, 0.0
0.0016, 0.5502460449646543, 7.005543402777786, 0.5500519120832488, 0.0
0.0017, 0.5844699258508557, 7.004869791666669, 0.5844301565884519, 0.0
0.0018, 0.6186498744520661, 7.004103819444439, 0.6188084010936549, 0.0
0.0019, 0.653444446614766, 7.005625000000008, 0.653186645598858, 0.0
0.002, 0.6872871797811315, 7.003768750000001, 0.687564890104061, 0.0
0.0021, 0.7219657629066532, 7.0047829861111115, 0.721943134609264, 0.0
0.0022, 0.7566285389226814, 7.006947222222223, 0.756321379114467, 0.0
0.0023, 0.7906153872820316, 7.015881249999995, 0.79069962361967, 0.0
0.0024, 0.8243333424721746, 7.035697916666666, 0.8250778681248729, 0.0
0.0025, 0.8576156672627816, 7.068100694444447, 0.8594561126300759, 0.0
0.0026, 0.8904786162989614, 7.117388888888895, 0.8938343571352789, 0.0
0.0027, 0.9220158151586778, 7.187781597222221, 0.9282126016404819, 0.0
0.0028, 0.9502481826092193, 7.285129513888884, 0.9625908461456849, 0.0
0.0029, 0.9687153281533448, 7.382143750000003, 0.9969690906508879, 0.0
0.003, 0.9747764636444907, 7.4038413194444415, 1.031347335156091, 0.0
0.0031, 0.9760869879062838, 7.360363541666666, 1.0657255796612939, 0.0
0.0032, 0.9766676550655057, 7.30558333333333, 1.1001038241664969, 0.0
0.0033, 0.9769493282458543, 7.246633333333337, 1.1344820686716999, 0.0
0.0034, 0.9770237769725152, 7.178091666666663, 1.1688603131769029, 0.0
0.0035, 0.9771070789714118, 7.114577430555551, 1.2032385576821059, 0.0
0.0036, 0.9772036572119706, 7.057860763888893, 1.2376168021873089, 0.0
0.0037, 0.9772043723565551, 6.992357986111108, 1.2719950466925118, 0.0
0.0038, 0.9772652406753168, 6.936898958333335, 1.3063732911977146, 0.0
0.0039, 0.9772887927900118, 6.883292013888897, 1.3407515357029176, 0.0
0.004, 0.9772906899729998, 6.826132986111109, 1.3751297802081208, 0.0
0.0041, 0.9772956838711677, 6.769365277777782, 1.409508024713324, 0.0
0.0042, 0.9773193367583659, 6.717824305555558, 1.443886269218527, 0.0
0.0043, 0.9772893023619733, 6.6631097222222255, 1.4782645137237302, 0.0
0.0044, 0.9773014606616734, 6.614759722222223, 1.5126427582289335, 0.0
0.0045, 0.9772900990184433, 6.567844444444447, 1.5470210027341365, 0.0
0.0046, 0.9773278218934951, 6.520694097222224, 1.5813992472393397, 0.0
0.0047, 0.9773065373899831, 6.473618402777776, 1.6157774917445427, 0.0
0.0048, 0.9772880677211654, 6.426293055555553, 1.6501557362497459, 0.0
