phi0,phi,alpha,zeta,lindemannParameter
0.0141,0.607459869949673,3.5051248611111108,0.6074307195072609,0.0
0.0142,0.6117570409116025,3.505104965277778,0.6117387387945464,0.0
0.0143,0.616050328245373,3.505072534722222,0.616046758081832,0.0
0.0144,0.6203573023832243,3.5050714236111107,0.6203547773691175,0.0
0.0145,0.6246718877811774,3.5050846180555557,0.624662796656403,0.0
0.0146,0.6289584837267956,3.505044444444444,0.6289708159436884,0.0
0.0147,0.6332785637740539,3.5050679513888885,0.633278835230974,0.0
0.0148,0.6376162558858829,3.505123020833334,0.6375868545182595,0.0
0.0149,0.6418937356771172,3.5050659375000013,0.641894873805545,0.0
0.015,0.646238320317588,3.505131909722222,0.6462028930928305,0.0
0.0151,0.6505237999483291,3.5050910416666663,0.650510912380116,0.0
0.0152,0.6548351357991691,3.505095694444444,0.6548189316674016,0.0
0.0153,0.659149911124431,3.5051046527777787,0.6591269509546871,0.0
0.0154,0.6634561334176057,3.5051062500000008,0.6634349702419726,0.0
0.0155,0.6677262364535237,3.505039236111111,0.667742989529258,0.0
0.0156,0.6720498696349168,3.505067465277779,0.6720510088165436,0.0
0.0157,0.6763595663972946,3.5050672569444448,0.6763590281038292,0.0
0.0158,0.6806544857016177,3.505045138888889,0.6806670473911147,0.0
0.0159,0.6850151049004056,3.505134583333332,0.6849750666784002,0.0
0.016,0.6893105663812112,3.505116493055556,0.6892830859656858,0.0
0.0161,0.6936319764438884,3.505135381944444,0.6935911052529712,0.0
0.0162,0.6979153011733724,3.5050935763888886,0.6978991245402567,0.0
0.0163,0.7022295700392607,3.5051074652777787,0.7022071438275422,0.0
0.0164,0.70651435126344,3.505067118055555,0.7065151631148278,0.0
0.0165,0.7108391385605846,3.5050920486111115,0.7108231824021133,0.0
0.0166,0.7151530734737456,3.505104027777777,0.7151312016893988,0.0
0.0167,0.7194529884171085,3.505090173611111,0.7194392209766843,0.0
0.0168,0.7237317106383766,3.5050432291666667,0.7237472402639699,0.0
0.0169,0.7280612769571951,3.505075972222222,0.7280552595512554,0.0
0.017,0.7323949523147159,3.505115243055556,0.7323632788385408,0.0
0.0171,0.7367010480013148,3.5051168402777786,0.7366712981258263,0.0
0.0172,0.7409847333443942,3.505080868055555,0.7409793174131118,0.0
0.0173,0.7453154695346742,3.5051757291666674,0.7452873367003974,0.0
0.0174,0.749519527765566,3.505131701388889,0.7495953559876829,0.0
0.0175,0.7537441345761753,3.505212013888887,0.7539033752749684,0.0
0.0176,0.7579528138007613,3.505339131944443,0.758211394562254,0.0
0.0177,0.7621676446767587,3.5055619791666666,0.7625194138495395,0.0
0.0178,0.7663199101894629,3.505758923611111,0.766827433136825,0.0
0.0179,0.7705090953419691,3.506099652777777,0.7711354524241104,0.0
0.018,0.7746723666787004,3.506485243055556,0.7754434717113959,0.0
0.0181,0.7788087818420575,3.506905833333333,0.7797514909986815,0.0
0.0182,0.7829247031375381,3.5073739930555554,0.784059510285967,0.0
0.0183,0.7870113343150565,3.507885347222222,0.7883675295732525,0.0
0.0184,0.7911052821252176,3.508493194444445,0.792675548860538,0.0
0.0185,0.7952175538010795,3.5092191666666666,0.7969835681478236,0.0
0.0186,0.799276523601923,3.509940798611112,0.8012915874351091,0.0
0.0187,0.8033047182050195,3.510703194444444,0.8055996067223945,0.0
0.0188,0.807290201416499,3.5114765625000004,0.80990762600968,0.0
0.0189,0.8113373637664395,3.5124567708333325,0.8142156452969656,0.0
0.019,0.8153331638990737,3.513440798611112,0.8185236645842511,0.0
0.0191,0.8192859457851198,3.5144407291666666,0.8228316838715366,0.0
0.0192,0.8232573238887262,3.515570729166667,0.8271397031588221,0.0
0.0193,0.8272063545128043,3.5167631597222218,0.8314477224461077,0.0
0.0194,0.8310972492966734,3.517950312500001,0.8357557417333932,0.0
0.0195,0.8350034632109362,3.519266909722222,0.8400637610206787,0.0
0.0196,0.8388850111239929,3.5206392361111107,0.8443717803079641,0.0
0.0197,0.8427024436232741,3.522004652777777,0.8486797995952496,0.0
0.0198,0.8465165242758359,3.523466805555556,0.8529878188825352,0.0
0.0199,0.8503423024092175,3.525067361111112,0.8572958381698207,0.0
