phi0,    phi,    <alpha>,    <alpha_tilde>,    zeta,    lindemannParameter
0.0011,0.3781352923532876,7.020556210937498,7.00506144886595,0.3781606895572335,0.0775333719286416
0.0012,0.4124812893609172,7.026169804687493,7.004891184964785,0.4125389340624365,0.1598763234454448
0.0013,0.4467901124141676,7.029765624999995,7.004542067605964,0.4469171785676396,0.0670568153022597
0.0014,0.4811088750333808,7.0335062890625055,7.004301979043093,0.4812954230728427,0.071411282222747
0.0015,0.5154519508194685,7.0365945312499925,7.004218031967175,0.5156736675780457,0.0953327535811346
0.0016,0.5497430918943289,7.043040429687499,7.003896965008338,0.5500519120832488,0.0987329545504104
0.0017,0.5840272902093218,7.046838359375003,7.003622908240105,0.5844301565884519,0.0663113676070994
0.0018,0.6181579252946142,7.061414648437501,7.002750889891101,0.6188084010936549,0.0735368884512932
0.0019,0.6523810346218061,7.064359374999998,7.002349401225405,0.653186645598858,0.0348821413416467
0.002,0.6868560789829017,7.059641992187505,7.002810901618683,0.687564890104061,0.0261639739735502
0.0021,0.7209953155847759,7.073431093749997,7.002133884187778,0.721943134609264,0.0217501635660797
0.0022,0.7551754408015229,7.078332773437492,7.001688791075082,0.756321379114467,0.0226428455613999
0.0023,0.7893107618557472,7.090639570312496,7.001104587647334,0.79069962361967,0.0185321355986288
0.0024,0.8231697930949106,7.107273906249999,6.999802180339045,0.8250778681248729,0.0181479274243861
0.0025,0.8567487306943611,7.134563984375004,6.997878053236143,0.8594561126300759,0.014389115250798
0.0026,0.8894811109566965,7.174838437500001,6.993836485542988,0.8938343571352789,0.0127262934929745
0.0027,0.9208559367942364,7.2391574218749986,6.986717592843116,0.928212601640482,0.0120285871971159
0.0028,0.9485241706851726,7.326846796874995,6.971041521594311,0.9625908461456848,0.0103155425123252
0.0029,0.9666253901096832,7.412201835937496,6.9335096567628,0.996969090650888,0.0112727898443735
0.003,0.9732311232096136,7.430268906250009,6.871092617411669,1.031347335156091,0.0139289081835696
0.0031,0.9760284317400671,7.415571484375,6.80289867530932,1.065725579661294,0.0137248543816491
0.0032,0.9785197157841896,7.394522968749997,6.736895911182261,1.1001038241664969,0.0222500906705872
0.0033,0.979490578958824,7.347389648437498,6.670397265047783,1.1344820686717,0.0277550385648865
0.0034,0.978886483841862,7.266632890625,6.602995867221488,1.1688603131769029,0.0242240458823856
0.0035,0.9810552723845012,7.228390273437503,6.544295956744101,1.203238557682106,0.0295878020610092
0.0036,0.9797587704194975,7.145558906249996,6.480263839937754,1.2376168021873089,0.0267391321725237
0.0037,0.9787111094421732,7.0624329296875,6.419043478956231,1.2719950466925118,0.0218826289393093
0.0038,0.980095220267615,7.027132617187505,6.365202220302333,1.3063732911977146,0.0280961556023628
0.0039,0.9796164003746428,6.968584999999994,6.30931163854569,1.3407515357029176,0.028246503020779
