phi0,  phi, <alpha>,zeta,  lindemannParameter,,,,      ,,, , , 
0.0011,0.282078256899531,6.615,0.318517560952962,1.38015001180263,,,,,,,,,
0.0012,0.309024319787566,6.615,0.347473702857777,1.34763063758485,,,,,,,,,
0.0013,0.324597124402,6.615,0.376429844762592,1.42706524361967,,,,,,,,,
0.0014,0.341586158306561,6.615,0.405385986667406,1.53491030231348,,,,,,,,,
0.0015,0.363775703829246,6.615,0.434342128572221,1.50848009571114,,,,,,,,,
0.0016,0.385492515594704,6.615,0.463298270477036,1.5416126304461,,,,,,,,,
0.0017,0.400779479426668,6.615,0.492254412381851,1.54643077272292,,,,,,,,,
0.0018,0.420939039655219,6.615,0.521210554286665,1.51466553188854,,,,,,,,,
0.0019,0.432660794110277,6.615,0.55016669619148,1.61604765259809,,,,,,,,,
0.002,0.452638082176875,6.615,0.579122838096295,1.55080374818689,,,,,,,,,
0.0021,0.465972347607683,6.615,0.60807898000111,1.67318739985785,,,,,,,,,
0.0022,0.486036258406513,6.615,0.637035121905924,1.64169598973348,,,,,,,,,
0.0023,0.494532403803826,6.615,0.665991263810739,1.73929417473048,,,,,,,,,
0.0024,0.536069550273223,6.615,0.694947405715554,1.48008430261605,,,,,,,,,
0.0025,0.521320134130773,6.615,0.723903547620368,1.68167010143488,,,,,,,,,
0.0026,0.564706917343322,6.615,0.752859689525183,1.51943796459808,,,,,,,,,
0.0027,0.757027863253728,6.615,0.781815831429998,0.137771230926026,,,,,,,,,
0.0028,0.781721521175955,6.615,0.810771973334812,0.121851647471527,,,,,,,,,
0.0029,0.805273231823196,6.615,0.839728115239627,0.111861222955339,,,,,,,,,
0.003,0.827386162621507,6.615,0.868684257144442,0.10266095959304,,,,,,,,,
0.0031,0.847559821372853,6.615,0.897640399049257,0.0976180424239931,,,,,,,,,
0.0032,0.866305778288828,6.615,0.926596540954071,0.0931118250205255,,,,,,,,,
0.0033,0.883210013013807,6.615,0.955552682858886,0.0898730213058818,,,,,,,,,
0.0034,0.898478843746604,6.615,0.984508824763701,0.0869855974765738,,,,,,,,,
0.0035,0.912013230923765,6.615,1.01346496666852,0.0859216524040954,,,,,,,,,
0.0036,0.923671499232041,6.615,1.04242110857333,0.0862244873129222,,,,,,,,,
0.0037,0.934013528199265,6.615,1.07137725047814,0.0861715840428484,,,,,,,,,
0.0038,0.942909713209168,6.615,1.10033339238296,0.0871937406671092,,,,,,,,,
0.0039,0.950390401216427,6.615,1.12928953428777,0.0881545313953052,,,,,,,,,
0.004,0.956589075929338,6.615,1.15824567619259,0.0895637631373217,,,,,,,,,
0.0041,0.961531285273352,6.615,1.1872018180974,0.0914045295851864,,,,,,,,,
0.0042,0.965312215544528,6.615,1.21615796000222,0.0934045867960377,,,,,,,,,
0.0043,0.968001772877929,6.615,1.24511410190703,0.0980917545880072,,,,,,,,,
0.0044,0.969683789975589,6.615,1.27407024381185,0.102926196048417,,,,,,,,,
