r_index,g_r,
2140,0,0
2141,0,0
2142,0,0
2143,0,0
2144,0,0
2145,0,0
2146,0,0
2147,0,0
2148,0,0
2149,0,0
2150,0,0
2151,0,0
2152,0,0
2153,0,0
2154,0,0
2155,0,0
2156,0,0
2157,0,0
2158,0,0
2159,0,0
2160,0,0
2161,0,0
2162,0,0
2163,0,0
2164,0,0
2165,0,0
2166,0,0
2167,0,0
2168,0,0
2169,0,0
2170,0,0
2171,0,0
2172,0,0
2173,0,0
2174,0,0
2175,0,0
2176,0,0
2177,0,0
2178,0,0
2179,0,0
2180,0,0
2181,0,0
2182,0,0
2183,0,0
2184,0,0
2185,0,0
2186,0,0
2187,0,0
2188,0,0
2189,0,0
2190,0,0
2191,0,0
2192,0,0
2193,0,0
2194,0,0
2195,0,0
2196,0,0
2197,0,0
2198,0,0
2199,0,0
2200,0,0
2201,0,0
2202,0,0
2203,0,0
2204,0,0
2205,0,0
2206,0,0
2207,0,0
2208,0,0
2209,0,0
2210,0,0
2211,0,0
2212,0,0
2213,0,0
2214,0,0
2215,0,0
2216,0,0
2217,0,0
2218,0,0
2219,0,0
2220,0,0
2221,0,0
2222,0,0
2223,0,0
2224,0,0
2225,0,0
2226,0,0
2227,0,0
2228,0,0
2229,0,0
2230,0,0
2231,0,0
2232,0,0
2233,0,0
2234,0,0
2235,0,0
2236,0,0
2237,0,0
2238,0,0
2239,0,0
2240,0,0
2241,0,0
2242,0,0
2243,0,0
2244,0,0
2245,0,0
2246,0,0
2247,0,0
2248,0,0
2249,0,0
2250,0,0
2251,0,0
2252,0,0
2253,0,0
2254,0,0
2255,0,0
2256,0,0
2257,0,0
2258,0,0
2259,0,0
2260,0,0
2261,0,0
2262,0,0
2263,0,0
2264,0,0
2265,0,0
2266,0,0
2267,0,0
2268,0,0
2269,0,0
2270,0,0
2271,0,0
2272,0,0
2273,0,0
2274,0,0
2275,0,0
2276,0,0
2277,0,0
2278,0,0
2279,0,0
2280,0,0
2281,0,0
2282,0,0
2283,0,0
2284,0,0
2285,0,0
2286,0,0
2287,0,0
2288,0,0
2289,0,0
2290,0,0
2291,0,0
2292,0,0
2293,0,0
2294,0,0
2295,0,0
2296,0,0
2297,0,0
2298,0,0
2299,0,0
2300,0,0
2301,0,0
2302,0,0
2303,0,0
2304,0,0
2305,0,0
2306,0,0
2307,0,0
2308,0,0
2309,0,0
2310,0,0
2311,0,0
2312,0,0
2313,0,0
2314,0,0
2315,0,0
2316,0,0
2317,0,0
2318,0,0
2319,0,0
2320,0,0
2321,0,0
2322,0,0
2323,0,0
2324,0,0
2325,0,0
2326,0,0
2327,0,0
2328,0,0
2329,0,0
2330,0,0
2331,0,0
2332,0,0
2333,0,0
2334,0,0
2335,0,0
2336,0,0
2337,0,0
2338,0,0
2339,0,0
2340,0,0
2341,0,0
2342,0,0
2343,0,0
2344,0,0
2345,0,0
2346,0,0
2347,0,0
2348,0,0
2349,0,0
2350,0,0
2351,0,0
2352,0,0
2353,0,0
2354,0,0
2355,0,0
2356,0,0
2357,0,0
2358,0,0
2359,0,0
2360,0,0
2361,0,0
2362,0,0
2363,0,0
2364,0,0
2365,0,0
2366,0,0
2367,0,0
2368,0,0
2369,0,0
2370,0,0
2371,0,0
2372,0,0
2373,0,0
2374,0,0
2375,0,0
2376,0,0
2377,0,0
2378,0,0
2379,0,0
2380,0,0
2381,0,0
2382,0,0
2383,0,0
2384,0,0
2385,0,0
2386,0,0
2387,0,0
2388,0,0
2389,0,0
2390,0,0
2391,0,0
2392,0,0
2393,0,0
2394,0,0
2395,0,0
2396,0,0
2397,0,0
2398,0,0
2399,0,0
2400,0,0
2401,0,0
2402,0,0
2403,0,0
2404,0,0
2405,0,0
2406,0,0
2407,0,0
2408,0,0
2409,0,0
2410,0,0
2411,0,0
2412,0,0
2413,0,0
2414,0,0
2415,0,0
2416,0,0
2417,0,0
2418,0,0
2419,0,0
2420,0,0
2421,0,0
2422,0,0
2423,0,0
2424,0,0
2425,0,0
2426,0,0
2427,0,0
2428,0,0
2429,0,0
2430,0,0
2431,0,0
2432,0,0
2433,0,0
2434,0,0
2435,0,0
2436,0,0
2437,0,0
2438,0,0
2439,0,0
2440,0,0
2441,0,0
2442,0,0
2443,0,0
2444,0,0
2445,0,0
2446,0,0
2447,0,0
2448,0,0
2449,0,0
2450,0,0
2451,0,0
2452,0,0
2453,0,0
2454,0,0
2455,0,0
2456,0,0
2457,0,0
2458,0,0
2459,0,0
2460,0,0
2461,0,0
2462,0,0
2463,0,0
2464,0,0
2465,0,0
2466,0,0
2467,0,0
2468,0,0
2469,0,0
2470,0,0
2471,0,0
2472,0,0
2473,0,0
2474,0,0
2475,0,0
2476,0,0
2477,0,0
2478,0,0
2479,0,0
2480,0,0
2481,0,0
2482,0,0
2483,0,0
2484,0,0
2485,0,0
2486,0,0
2487,0,0
2488,0,0
2489,0,0
2490,0,0
2491,0,0
2492,0,0
2493,0,0
2494,0,0
2495,0,0
2496,0,0
2497,0,0
2498,0,0
2499,0,0
2500,0,0
2501,0,0
2502,0,0
2503,0,0
2504,0,0
2505,0,0
2506,0,0
2507,0,0
2508,0,0
2509,0,0
2510,0,0
2511,0,0
2512,0,0
2513,0,0
2514,0,0
2515,0,0
2516,0,0
2517,0,0
2518,0,0
2519,0,0
2520,0,0
2521,0,0
2522,0,0
2523,0,0
2524,0,0
2525,0,0
2526,0,0
2527,0,0
2528,0,0
2529,0,0
2530,0,0
2531,0,0
2532,0,0
2533,0,0
2534,0,0
2535,0,0
2536,0,0
2537,0,0
2538,0,0
2539,0,0
2540,0,0
2541,0,0
2542,0,0
2543,0,0
2544,0,0
2545,0,0
2546,0,0
2547,0,0
2548,0,0
2549,0,0
2550,0,0
2551,0,0
2552,0,0
2553,0,0
2554,0,0
2555,0,0
2556,0,0
2557,0,0
2558,0,0
2559,0,0
2560,0,0
2561,0,0
2562,0,0
2563,0,0
2564,0,0
2565,0,0
2566,0,0
2567,0,0
2568,0,0
2569,0,0
2570,0,0
2571,0,0
2572,0,0
2573,0,0
2574,0,0
2575,0,0
2576,0,0
2577,0,0
2578,0,0
2579,0,0
2580,0,0
2581,0,0
2582,0,0
2583,0,0
2584,0,0
2585,0,0
2586,0,0
2587,0,0
2588,0,0
2589,0,0
2590,0,0
2591,0,0
2592,0,0
2593,0,0
2594,0,0
2595,0,0
2596,0,0
2597,0,0
2598,0,0
2599,0,0
2600,0,0
2601,0,0
2602,0,0
2603,0,0
2604,0,0
2605,0,0
2606,0,0
2607,0,0
2608,0,0
2609,0,0
2610,0,0
2611,0,0
2612,0,0
2613,0,0
2614,0,0
2615,0,0
2616,0,0
2617,0,0
2618,0,0
2619,0,0
2620,0,0
2621,0,0
2622,0,0
2623,0,0
2624,0,0
2625,0,0
2626,0,0
2627,0,0
2628,0,0
2629,0,0
2630,0,0
2631,0,0
2632,0,0
2633,0,0
2634,0,0
2635,0,0
2636,0,0
2637,0,0
2638,0,0
2639,0,0
2640,0,0
2641,0,0
2642,0,0
2643,0,0
2644,0,0
2645,0,0
2646,0,0
2647,0,0
2648,0,0
2649,0,0
2650,0,0
2651,0,0
2652,0,0
2653,0,0
2654,0,0
2655,0,0
2656,0,0
2657,0,0
2658,0,0
2659,0,0
2660,0,0
2661,0,0
2662,0,0
2663,0,0
2664,0,0
2665,0,0
2666,0,0
2667,0,0
2668,0,0
2669,0,0
2670,0,0
2671,0,0
2672,0,0
2673,0,0
2674,0,0
2675,0,0
2676,0,0
2677,0,0
2678,0,0
2679,0.0080840886333721,4.04204431668605E-05
2680,0.004039029553176,2.019514776588E-05
2681,0,0
2682,0.0080660202718004,4.0330101359002E-05
2683,0.0040300054720924,2.0150027360462E-05
2684,0,0
2685,0.0120720186273075,6.03600931365375E-05
2686,0.0120630347998029,6.03151739990145E-05
2687,0,0
2688,0.0160601296054245,8.03006480271225E-05
2689,0.0120361434060472,6.0180717030236E-05
2690,0.0200453326468482,0.000100226663234241
2691,0.0200304428923781,0.000100152214461891
2692,0.0240186836664043,0.000120093418332021
2693,0.0320011409777687,0.000160005704888843
2694,0.0279802222491542,0.000139901111245771
2695,0.0758899879840611,0.000379449939920306
2696,0.0678512241251901,0.000339256120625951
2697,0.0917306781488501,0.000458653390744251
2698,0.0996333879513997,0.000498166939756999
2699,0.123453902895083,0.000617269514475413
2700,0.163156863222024,0.000815784316110118
2701,0.194848043572755,0.000974240217863775
2702,0.186756800648299,0.000933784003241497
2703,0.273972122976845,0.00136986061488422
2704,0.317414021137456,0.00158707010568728
2705,0.376650613882564,0.00188325306941282
2706,0.435799605179949,0.00217899802589974
2707,0.510696697121696,0.00255348348560848
2708,0.628998736547675,0.00314499368273837
2709,0.711548622435685,0.00355774311217843
2710,0.778176031163492,0.00389088015581746
2711,0.899966068380384,0.00449983034190192
2712,0.848026709874971,0.00424013354937486
2713,1.119358785452,0.00559679392726
2714,1.19336588794269,0.00596682943971345
2715,1.22790769682792,0.0061395384841396
2716,1.56521663202193,0.00782608316010965
2717,1.52083717247678,0.00760418586238388
2718,1.8220916764578,0.00911045838228898
2719,1.88746074113051,0.00943730370565253
2720,2.21152920659611,0.0110576460329805
2721,2.30002479751047,0.0115001239875523
2722,2.77209834680643,0.0138604917340321
2723,2.95395179583685,0.0147697589791842
2724,2.91659732463247,0.0145829866231623
2725,3.27778842055167,0.0163889421027584
2726,3.33784755369637,0.0166892377684818
2727,3.54995885252525,0.0177497942626262
2728,3.71108187407704,0.0185554093703852
2729,4.12126966522774,0.0206063483261387
2730,4.29341402856248,0.0214670701428124
2731,4.41862962709046,0.0220931481354523
2732,4.72245331606555,0.0236122665803277
2733,4.69569563636605,0.0234784781818302
2734,4.79317135362977,0.0239658567681488
2735,5.00685154971756,0.0250342577485878
2736,5.28222528600363,0.0264111264300181
2737,5.54170502058492,0.0277085251029246
2738,5.54152902511676,0.0277076451255838
2739,5.50654918198048,0.0275327459099024
2740,5.64936923273461,0.0282468461636731
2741,5.35565038908101,0.0267782519454051
2742,5.50994483888094,0.0275497241944047
2743,5.47508403203544,0.0273754201601772
2744,5.60594657492733,0.0280297328746367
2745,6.04462336360813,0.0302231168180407
2746,5.83247037153705,0.0291623518576853
2747,5.76671463727614,0.0288335731863807
2748,5.8585618987947,0.0292928094939735
2749,5.87349633365346,0.0293674816682673
2750,5.9766377195324,0.029883188597662
2751,6.13712729792789,0.0306856364896395
2752,6.1518222283239,0.0307591111416195
2753,6.00190124578293,0.0300095062289147
2754,5.64947313492979,0.0282473656746489
2755,5.87088330538559,0.029354416526928
2756,5.9582912037877,0.0297914560189385
2757,6.08755394219586,0.0304377697109793
2758,6.10983904644029,0.0305491952322014
2759,5.6785671155282,0.028392835577641
2760,5.95246463142324,0.0297623231571162
2761,5.94054395189491,0.0297027197594746
2762,6.0807528600907,0.0304037643004535
2763,5.81034696199353,0.0290517348099676
2764,5.7719688082761,0.0288598440413805
2765,5.89301793738529,0.0294650896869264
2766,6.12385455235146,0.0306192727617573
2767,5.58895364507787,0.0279447682253894
2768,5.96355605047966,0.0298177802523983
2769,5.63764063903448,0.0281882031951724
2770,5.86798944778737,0.0293399472389369
2771,6.04510974518764,0.0302255487259382
2772,6.04075055315689,0.0302037527657844
2773,5.92698639576283,0.0296349319788142
2774,5.93402555034969,0.0296701277517485
2775,5.88454332660708,0.0294227166330354
2776,6.09488826217429,0.0304744413108714
2777,5.64283608718421,0.028214180435921
2778,5.88312271245259,0.029415613562263
2779,5.97280300828946,0.0298640150414473
2780,5.74703539394037,0.0287351769697018
2781,5.67913617913086,0.0283956808956543
2782,5.78750717140327,0.0289375358570164
2783,6.06053151940544,0.0303026575970272
2784,5.60701958646751,0.0280350979323375
2785,5.98076720660601,0.0299038360330301
2786,5.81949546351651,0.0290974773175825
2787,5.96845460382393,0.0298422730191196
2788,5.92312035050927,0.0296156017525464
2789,6.04568154589091,0.0302284077294545
2790,5.86618444370977,0.0293309222185489
2791,5.70928845521522,0.0285464422760761
2792,5.69403612648499,0.0284701806324249
2793,5.60442559241509,0.0280221279620754
2794,5.97575906286363,0.0298787953143181
2795,5.96034449066912,0.0298017224533456
2796,5.69260546914379,0.028463027345719
2797,5.88878551705521,0.0294439275852761
2798,6.25143823273539,0.031257191163677
2799,5.92110905372012,0.0296055452686006
2800,5.6985604817599,0.0284928024087995
2801,5.95333433588881,0.0297666716794441
2802,5.71999197728458,0.0285999598864229
2803,5.7786844771073,0.0288934223855365
2804,5.61590276981237,0.0280795138490618
2805,5.76676261293511,0.0288338130646755
2806,5.75896993908427,0.0287948496954213
2807,5.67754814445199,0.0283877407222599
2808,6.37993528654187,0.0318996764327094
2809,5.90110110760587,0.0295055055380294
2810,5.84914019711207,0.0292457009855604
2811,5.70179346472825,0.0285089673236412
2812,5.65371397175398,0.0282685698587699
2813,5.748685250398,0.02874342625199
2814,5.69697421523978,0.0284848710761989
2815,5.80276021074827,0.0290138010537413
2816,5.94497907284227,0.0297248953642114
2817,5.78721472118595,0.0289360736059298
2818,5.74657699213068,0.0287328849606534
2819,5.76075547256957,0.0288037773628478
2820,5.87341059832031,0.0293670529916016
2821,5.88747622918845,0.0294373811459423
2822,5.62465900587824,0.0281232950293912
2823,5.75536861269084,0.0287768430634542
2824,5.91499382778545,0.0295749691389272
2825,5.58000674140928,0.0279000337070464
2826,5.81581219494894,0.0290790609747447
2827,5.71005867829102,0.0285502933914551
2828,5.68788519914127,0.0284394259957064
2829,5.73823992253157,0.0286911996126579
2830,5.51684552273707,0.0275842276136853
2831,5.68670036726669,0.0284335018363334
2832,5.97930026849047,0.0298965013424524
2833,5.6678327373999,0.0283391636869995
2834,5.70356850768299,0.028517842538415
2835,5.68510858312252,0.0284255429156126
2836,5.58371114754154,0.0279185557377077
2837,5.81406983555106,0.0290703491777553
2838,5.49660346631854,0.0274830173315927
2839,5.48913386824953,0.0274456693412477
2840,5.46009203174221,0.027300460158711
2841,5.27653188983435,0.0263826594491717
2842,5.82955574089259,0.0291477787044629
2843,5.62804463477538,0.0281402231738769
2844,5.59539455292753,0.0279769727646377
2845,5.44092374029562,0.0272046187014781
2846,5.45142921109261,0.0272571460554631
2847,5.76257465707104,0.0288128732853552
2848,5.75495330884266,0.0287747665442133
2849,5.42566168963401,0.0271283084481701
2850,5.55400949124639,0.027770047456232
2851,5.63220709514917,0.0281610354757459
2852,5.4427908892004,0.027213954446002
2853,5.52808254269789,0.0276404127134894
2854,5.4066742617097,0.0270333713085485
2855,5.4669546124645,0.0273347730623225
2856,5.64452115191945,0.0282226057595972
2857,5.5730413871539,0.0278652069357695
2858,5.42707348749681,0.0271353674374841
2859,5.38423706476504,0.0269211853238252
2860,5.52234526403531,0.0276117263201765
2861,5.39089178514397,0.0269544589257198
2862,5.12503096743857,0.0256251548371929
2863,5.43645562251481,0.0271822781125741
2864,5.39021853673033,0.0269510926836516
2865,5.54197222739696,0.0277098611369848
2866,5.4038925345295,0.0270194626726475
2867,5.34012340014952,0.0267006170007476
2868,5.65030737686533,0.0282515368843267
2869,5.45604346866628,0.0272802173433314
2870,5.31488061437478,0.0265744030718739
2871,5.28654240739151,0.0264327120369576
2872,4.94872709088189,0.0247436354544094
2873,5.46898489515564,0.0273449244757782
2874,5.20526883646987,0.0260263441823494
2875,5.41926254236981,0.027096312711849
2876,4.99810987816389,0.0249905493908195
2877,5.45028826924999,0.0272514413462499
2878,5.38695893042727,0.0269347946521363
2879,5.55472560184748,0.0277736280092374
2880,5.19760117217569,0.0259880058608785
2881,5.01223999035367,0.0250611999517683
2882,5.3335996192776,0.026667998096388
2883,5.19377435853551,0.0259688717926775
2884,4.98089321807801,0.02490446609039
2885,5.15869344495375,0.0257934672247687
2886,5.27703195334529,0.0263851597667265
2887,5.24901268826717,0.0262450634413359
2888,5.11667989481167,0.0255833994740584
2889,5.22437032453512,0.0261218516226756
2890,5.02276394924028,0.0251138197462014
2891,5.18243530545322,0.0259121765272661
2892,5.09213427539184,0.0254606713769592
2893,5.25153468353032,0.0262576734176516
2894,5.0158216372151,0.0250791081860755
2895,4.97081938936524,0.0248540969468262
2896,5.04003114513522,0.0252001557256761
2897,4.86025680770223,0.0243012840385112
2898,5.08489557013744,0.0254244778506872
2899,4.93985608707941,0.024699280435397
2900,5.22622176269992,0.0261311088134996
2901,5.13299144440269,0.0256649572220134
2902,4.90553723435479,0.024527686171774
2903,4.98478001002709,0.0249239000501355
2904,5.24624090197072,0.0262312045098536
2905,4.91604077488748,0.0245802038744374
2906,4.91952999958204,0.0245976499979102
2907,5.07406806320533,0.0253703403160267
2908,4.84072298123101,0.024203614906155
2909,4.97110210026346,0.0248555105013173
2910,4.76212782125665,0.0238106391062833
2911,4.87526140395708,0.0243763070197854
2912,4.97797467568077,0.0248898733784039
2913,4.65659718783888,0.0232829859391944
2914,5.03264489460322,0.0251632244730161
2915,4.78336757035739,0.023916837851787
2916,5.00527466511125,0.0250263733255563
2917,4.83477552108978,0.0241738776054489
2918,4.84849965390031,0.0242424982695016
2919,4.78048614381607,0.0239024307190803
2920,4.95074477979956,0.0247537238989978
2921,4.79094548052399,0.0239547274026199
2922,5.01193059688875,0.0250596529844438
2923,4.71987745050058,0.0235993872525029
2924,4.60467269649214,0.0230233634824607
2925,4.68629968902905,0.0234314984451453
2926,4.66276628828293,0.0233138314414146
2927,4.67312717868056,0.0233656358934028
2928,4.62594462830137,0.0231297231415068
2929,4.85612500877572,0.0242806250438786
2930,4.92715864497247,0.0246357932248623
2931,4.55231828529712,0.0227615914264856
2932,4.64708346862505,0.0232354173431253
2933,4.66752367985595,0.0233376183992797
2934,4.63064172152786,0.0231532086076393
2935,4.7824110453336,0.023912055226668
2936,4.66472446548676,0.0233236223274338
2937,4.32858173779715,0.0216429086889857
2938,4.63821176421759,0.023191058821088
2939,4.42009788697056,0.0221004894348528
2940,4.59162812300846,0.0229581406150423
2941,4.55496550093395,0.0227748275046698
2942,4.41109106732975,0.0220554553366487
2943,4.38799721398369,0.0219399860699184
2944,4.3582390213814,0.021791195106907
2945,4.56602016562055,0.0228301008281028
2946,4.64649193197352,0.0232324596598676
2947,4.42954608588906,0.0221477304294453
2948,4.44323383150741,0.0222161691575371
2949,4.46023800711545,0.0223011900355772
2950,4.18718239431197,0.0209359119715598
2951,4.47418528565485,0.0223709264282743
2952,4.3779371018193,0.0218896855090965
2953,4.43485909888449,0.0221742954944225
2954,4.2656217756492,0.021328108878246
2955,4.11322478512154,0.0205661239256077
2956,4.22333100850797,0.0211166550425398
2957,4.44941687265198,0.0222470843632599
2958,4.25741270891589,0.0212870635445795
2959,4.49973571242989,0.0224986785621494
2960,4.13576908411255,0.0206788454205628
2961,4.31828261805933,0.0215914130902966
2962,4.24592559722839,0.0212296279861419
2963,4.40828931883703,0.0220414465941852
2964,4.0585709857391,0.0202928549286955
2965,4.24394096487703,0.0212197048243851
2966,4.00693081788699,0.0200346540894349
2967,4.01411817518064,0.0200705908759032
2968,4.21560812897672,0.0210780406448836
2969,4.22264349278568,0.0211132174639284
2970,4.08824094843292,0.0204412047421646
2971,4.11507142407287,0.0205753571203644
2972,4.21741039516127,0.0210870519758064
2973,4.01434956345527,0.0200717478172763
2974,4.0346125039988,0.020173062519994
2975,3.86800309038122,0.0193400154519061
2976,4.08160555060605,0.0204080277530302
2977,3.91191290695215,0.0195595645347607
2978,3.96817167960231,0.0198408583980115
2979,3.77262761605241,0.018863138080262
2980,3.92364506678263,0.0196182253339132
2981,3.8655125088331,0.0193275625441655
2982,3.80745700773418,0.0190372850386709
2983,3.84077009690599,0.01920385048453
2984,3.75348311893263,0.0187674155946631
2985,3.74771343567271,0.0187385671783636
2986,3.95019832370377,0.0197509916185189
2987,3.6483990122008,0.018241995061004
2988,3.91566812400462,0.0195783406200231
2989,3.78640297432845,0.0189320148716423
2990,3.92990431120636,0.0196495215560318
2991,3.95970784852554,0.0197985392426277
2992,3.69779532946176,0.0184889766473088
2993,3.84754322394482,0.0192377161197241
2994,3.71551392632582,0.0185775696316291
2995,3.74537752584136,0.0187268876292068
2996,3.81075456048819,0.0190537728024409
2997,3.81790289550343,0.0190895144775172
2998,3.63782366111448,0.0181891183055724
2999,3.51604680213124,0.0175802340106562
3000,3.59751706398717,0.0179875853199358
3001,3.47914908029107,0.0173957454014554
3002,3.4961480857671,0.0174807404288355
3003,3.52277512746897,0.0176138756373448
3004,3.43684076822353,0.0171842038411176
3005,3.4827474950941,0.0174137374754705
3006,3.58317481754251,0.0179158740877126
3007,3.41394580791834,0.0170697290395917
3008,3.58803251407691,0.0179401625703845
3009,3.46067984108117,0.0173033992054058
3010,3.55124547996704,0.0177562273998352
3011,3.53288741080206,0.0176644370540103
3012,3.52094883773181,0.0176047441886591
3013,3.34603781312887,0.0167301890656443
3014,3.38853058370682,0.0169426529185341
3015,3.37351753390358,0.0168675876695179
3016,3.47653444305945,0.0173826722152972
3017,3.30211309432692,0.0165105654716346
3018,3.41778039891972,0.0170889019945986
3019,3.52056121275205,0.0176028060637603
3020,3.33691156016615,0.0166845578008308
3021,3.30927202755275,0.0165463601377637
3022,3.39921114625536,0.0169960557312768
3023,3.32394452382199,0.01661972261911
3024,3.18849663227015,0.0159424831613507
3025,3.32906374050742,0.0166453187025371
3026,3.3458751786477,0.0167293758932385
3027,3.44815513595707,0.0172407756797853
3028,3.26868021042236,0.0163434010521118
3029,3.21276610852627,0.0160638305426314
3030,3.14428473187873,0.0157214236593937
3031,3.22431903378798,0.0161215951689399
3032,3.38314509136483,0.0169157254568241
3033,3.20114648645484,0.0160057324322742
3034,3.15491269394314,0.0157745634697157
3035,3.17488249622965,0.0158744124811482
3036,3.10983981568603,0.0155491990784301
3037,2.98197128526459,0.0149098564263229
3038,3.27235180811922,0.0163617590405961
3039,3.0031801441048,0.015015900720524
3040,2.96981198083684,0.0148490599041842
3041,3.14668429381457,0.0157334214690728
3042,2.87812356486078,0.0143906178243039
3043,3.00469206317196,0.0150234603158598
3044,2.9933255809555,0.0149666279047775
3045,3.08210259643916,0.0154105129821958
3046,2.59539726573776,0.0129769863286888
3047,2.93431224371733,0.0146715612185866
3048,2.77936648807941,0.013896832440397
3049,2.85244432115581,0.014262221605779
3050,2.86928753011896,0.0143464376505948
3051,2.97649372869591,0.0148824686434796
3052,2.93716769557843,0.0146858384778922
3053,2.7671605298094,0.013835802649047
3054,2.85244687921145,0.0142622343960572
3055,2.80706008858315,0.0140353004429157
3056,2.80833046894205,0.0140416523447103
3057,2.75061253981208,0.0137530626990604
3058,2.99701441133148,0.0149850720566574
3059,2.68500870399675,0.0134250435199837
3060,2.68325465622124,0.0134162732811062
3061,2.65053809659613,0.0132526904829807
3062,2.90873742539079,0.014543687126954
3063,2.93157813756459,0.0146578906878229
3064,2.56500250453209,0.0128250125226604
3065,2.61583151721496,0.0130791575860748
3066,2.60795333302792,0.0130397666651396
3067,2.63401242326709,0.0131700621163354
3068,2.59222609250195,0.0129611304625098
3069,2.60285884620955,0.0130142942310478
3070,2.4687970753529,0.0123439853767645
3071,2.71329379254941,0.013566468962747
3072,2.45328740764328,0.0122664370382164
3073,2.42096856279977,0.0121048428139989
3074,2.39790212463267,0.0119895106231634
3075,2.5835096500213,0.0129175482501065
3076,2.51130561742025,0.0125565280871013
3077,2.50967410496214,0.0125483705248107
3078,2.44679768172906,0.0122339884086453
3079,2.50641584616252,0.0125320792308126
3080,2.42833033209183,0.0121416516604592
3081,2.44509297039612,0.0122254648519806
3082,2.43739828228742,0.0121869914114371
3083,2.24351645481029,0.0112175822740515
3084,2.51965087898387,0.0125982543949194
3085,2.16744664825637,0.0108372332412819
3086,2.30618041370243,0.0115309020685121
3087,2.26206400585245,0.0113103200292623
3088,2.38838590191959,0.0119419295095979
3089,2.26825839787224,0.0113412919893612
3090,2.32148567040544,0.0116074283520272
3091,2.27443487533916,0.0113721743766958
3092,2.42469768683191,0.0121234884341595
3093,2.25633185928639,0.0112816592964319
3094,2.37610383254353,0.0118805191627177
3095,2.22615855903739,0.011130792795187
3096,2.27315047291016,0.0113657523645508
3097,2.25050906981822,0.0112525453490911
3098,2.2430110424324,0.011215055212162
3099,2.18114465247867,0.0109057232623933
3100,2.15860494769388,0.0107930247384694
3101,2.01842766298434,0.0100921383149217
3102,2.28245901135105,0.0114122950567552
3103,2.31112054136036,0.0115556027068018
3104,2.10486683635984,0.0105243341817992
3105,2.04633470023051,0.0102316735011526
3106,2.09012835460316,0.0104506417730158
3107,2.1759414477067,0.0108797072385335
3108,2.00634529215816,0.0100317264607908
3109,1.94502365121408,0.00972511825607039
3110,1.99776714170884,0.00998883570854422
3111,1.97250165293372,0.00986250826466861
3112,1.76752037625683,0.00883760188128417
3113,1.88015254156074,0.00940076270780372
3114,1.95075241203913,0.00975376206019563
3115,1.9495005253959,0.00974750262697949
3116,2.01697644836225,0.0100848822418113
3117,2.15603414615461,0.010780170730773
3118,1.93083067578831,0.00965415337894157
3119,1.99520529442094,0.00997602647210469
3120,1.80019710987197,0.00900098554935983
3121,1.90031475350543,0.00950157376752716
3122,2.00328045844691,0.0100164022922345
3123,1.83541286910173,0.00917706434550864
3124,1.82531989171221,0.00912659945856105
3125,1.75879174349924,0.0087939587174962
3126,1.77548120932945,0.00887740604664726
3127,1.78324757482943,0.00891623787414715
3128,1.76135127265914,0.00880675636329568
3129,1.79578610935099,0.00897893054675495
3130,1.74429452806068,0.00872147264030341
3131,1.72542349228628,0.00862711746143142
3132,1.77460262444131,0.00887301312220656
3133,1.66706210173348,0.00833531050866739
3134,1.70735333388237,0.00853676666941185
3135,1.58523202173139,0.00792616010865694
3136,1.66092497785423,0.00830462488927114
3137,1.70998686286934,0.00854993431434672
3138,1.57925702386932,0.00789628511934661
3139,1.7372542161039,0.00868627108051952
3140,1.72143509267923,0.00860717546339613
3141,1.64976147835401,0.00824880739177005
3142,1.70748945074237,0.00853744725371187
3143,1.54780483624323,0.00773902418121616
3144,1.59084785169283,0.00795423925846415
3145,1.65143550366519,0.00825717751832596
3146,1.59468927241477,0.00797344636207387
3147,1.61418315295401,0.00807091576477006
3148,1.49019506179681,0.00745097530898405
3149,1.55946905118555,0.00779734525592773
3150,1.65204662593136,0.00826023312965679
3151,1.50781459516536,0.0075390729758268
3152,1.48641643875477,0.00743208219377384
3153,1.41543203118993,0.00707716015594967
3154,1.48453251443357,0.00742266257216784
3155,1.51856852130155,0.00759284260650775
3156,1.39817886313442,0.00699089431567208
3157,1.51082361803234,0.00755411809016169
3158,1.46913865293341,0.00734569326466703
3159,1.43622817612183,0.00718114088060913
3160,1.46728016019982,0.00733640080099909
3161,1.40247154454125,0.00701235772270624
3162,1.47122885591416,0.00735614427957079
3163,1.46449902641921,0.00732249513209603
3164,1.34185077437883,0.00670925387189414
3165,1.31203989206777,0.00656019946033887
3166,1.36620707719482,0.00683103538597408
3167,1.26410092747757,0.00632050463738784
3168,1.33846546945316,0.00669232734726578
3169,1.28850762557833,0.00644253812789167
3170,1.21262764582866,0.00606313822914329
3171,1.26091478904044,0.00630457394520218
3172,1.32355867894741,0.00661779339473703
3173,1.23627220794539,0.00618136103972697
3174,1.23837351484372,0.00619186757421859
3175,1.30379068338968,0.00651895341694839
3176,1.24544377284957,0.00622721886424784
3177,1.27053063860943,0.00635265319304716
3178,1.14046013693849,0.00570230068469244
3179,1.31199632617143,0.00655998163085714
3180,1.13328832893332,0.0056664416446666
3181,1.16985078630818,0.00584925393154089
3182,1.30952436002013,0.00654762180010063
3183,1.10251693785787,0.00551258468928933
3184,1.10182472821374,0.00550912364106868
3185,1.16691515186574,0.00583457575932872
3186,1.25479000920186,0.00627395004600928
3187,1.12831699336022,0.00564158496680111
3188,1.17328479416184,0.00586642397080918
3189,1.23531350422775,0.00617656752113873
3190,1.17751677301128,0.00588758386505638
3191,1.09984680653939,0.00549923403269695
