phi0,phi,<alpha>,zeta,lindemannParameter
0.0011,0.3781049760306802,7.023044062500002,0.3781606895572335,0.7503546094873916
0.0012,0.4124203687286731,7.025653854166671,0.4125389340624365,0.5528021947949231
0.0013,0.4467365788717158,7.02981947916667,0.4469171785676396,0.7014957283262244
0.0014,0.4811076566533666,7.034346215277772,0.4812954230728427,0.6112325974909377
0.0015,0.5154365132969714,7.041403923611107,0.5156736675780457,0.711307549078458
0.0016,0.5497057853945656,7.044294062499998,0.5500519120832488,0.5049730148772297
0.0017,0.5839899334759567,7.051481180555548,0.5844301565884519,0.6213283135044165
0.0018,0.6182180154690684,7.060345555555551,0.6188084010936549,0.4815388215678888
0.0019,0.6526088822823711,7.059840000000003,0.653186645598858,0.2093958698932835
0.002,0.686867832309951,7.070545868055555,0.687564890104061,0.1966914976940904
0.0021,0.7211434130127714,7.071273159722223,0.721943134609264,0.1464455916452192
0.0022,0.7552390805403639,7.0802068402777785,0.756321379114467,0.1280970178339783
0.0023,0.7893430135173555,7.09256232638889,0.79069962361967,0.109484232705921
0.0024,0.8231232706494811,7.109728541666669,0.8250778681248729,0.0948152316624517
0.0025,0.856611626759325,7.1372203125,0.8594561126300759,0.0841213195770285
0.0026,0.8895685099812777,7.177978645833336,0.8938343571352789,0.0733058767084969
0.0027,0.9209765764643888,7.241550798611115,0.928212601640482,0.0672393483561195
0.0028,0.9488074808943926,7.331714513888892,0.9625908461456848,0.0633946708024132
0.0029,0.9669551128105977,7.419336944444444,0.996969090650888,0.0629566557396381
0.003,0.9734236013260132,7.4366150000000015,1.031347335156091,0.0718155358389169
0.0031,0.976366596356614,7.421604861111112,1.065725579661294,0.0998161375962072
0.0032,0.97887273594236,7.395866458333343,1.1001038241664969,0.1280170869821611
0.0033,0.9795237468324908,7.336901319444445,1.1344820686717,0.1318693065649655
0.0034,0.9791679771174352,7.265011527777774,1.1688603131769029,0.1250561237736775
0.0035,0.9801848847751476,7.218997986111111,1.203238557682106,0.1408440042552795
0.0036,0.9812853632728508,7.162480312499999,1.2376168021873089,0.1488918908253758
0.0037,0.9805423816798278,7.0933351388888894,1.2719950466925118,0.1411584221159613
0.0038,0.9797383133951424,7.017351076388891,1.3063732911977146,0.1298322332461541
0.0039,0.9806310121403128,6.968591770833335,1.3407515357029176,0.1392367215969753
0.004,0.9807601558829964,6.917679791666668,1.3751297802081208,0.1435686073606212
0.0041,0.9816082892868552,6.874416180555561,1.409508024713324,0.1553236290194928
0.0042,0.9807463601435438,6.80720722222222,1.443886269218527,0.1439391379248206
0.0043,0.9800581745013158,6.745384513888893,1.4782645137237302,0.1332194187736324
0.0044,0.9810476985021168,6.710975729166666,1.5126427582289337,0.1493008330762752
0.0045,0.981368378260382,6.659551493055555,1.5470210027341365,0.1473804969891216
0.0046,0.9800652274782784,6.597686319444448,1.5813992472393397,0.1338005490002833
0.0047,0.9813788892452588,6.567431979166666,1.6157774917445429,0.1489464333354851
0.0048,0.9814061787068944,6.519040243055555,1.650155736249746,0.1481777323030518
0.0049,0.9814682085999152,6.483350833333339,1.684533980754949,0.153455913786249
0.005,0.9812210746684772,6.433487708333333,1.718912225260152,0.1479168078511731
0.0051,0.9815652519443422,6.397738749999996,1.7532904697653553,0.153536526062219
0.0052,0.981456266890194,6.357176493055553,1.7876687142705583,0.1533567023564643
0.0053,0.9819220306114246,6.322532395833333,1.8220469587757613,0.158199906404965
0.0054,0.983077709331287,6.293568263888886,1.8564252032809647,0.1701879508268933
0.0055,0.9805570335100136,6.227731840277781,1.890803447786168,0.1418307185638923
0.0056,0.9820973645541632,6.204219166666668,1.925181692291371,0.1558576748012127
0.0057,0.9820348570711532,6.175768923611112,1.959559936796574,0.1620430265091262
0.0058,0.9823225893484424,6.140342569444441,1.9939381813017767,0.162043019221689
